id_ccbh,blast2go_go_id,blast2go_e_value,blast2go_hits
PA4851_11230,F:GO:0080031,3.57174E-5,4
PA4851_11230,F:GO:0080032,3.57174E-5,4
PA4851_11235,,,
PA4851_11240,,,
PA4851_11245,,,
PA4851_11250,F:GO:0008236,2.85158E-110,3
PA4851_11250,F:GO:0015288,2.85158E-110,3
PA4851_11250,P:GO:0015802,2.85158E-110,3
PA4851_11250,C:GO:0045203,2.85158E-110,3
PA4851_11255,,,
PA4851_11260,F:GO:0003677,4.9309E-12,20
PA4851_11260,P:GO:0006355,4.9309E-12,20
PA4851_11265,,,
PA4851_11270,,,
PA4851_11275,F:GO:0004867,6.24205E-114,20
PA4851_11275,F:GO:0005515,6.24205E-114,20
PA4851_11275,P:GO:0010951,6.24205E-114,20
PA4851_11275,C:GO:0030288,6.24205E-114,20
PA4851_11280,F:GO:0005515,8.78785E-9,4
PA4851_11280,C:GO:0005886,8.78785E-9,4
PA4851_11280,F:GO:0043024,8.78785E-9,4
PA4851_11280,C:GO:0060187,8.78785E-9,4
PA4851_11285,,,
PA4851_11290,C:GO:0005886,1.58533E-18,4
PA4851_11295,F:GO:0003674,2.10335E-42,20
PA4851_11295,F:GO:0004518,2.10335E-42,20
PA4851_11295,F:GO:0004527,2.10335E-42,20
PA4851_11295,C:GO:0005575,2.10335E-42,20
PA4851_11295,C:GO:0005886,2.10335E-42,20
PA4851_11295,C:GO:0005887,2.10335E-42,20
PA4851_11295,P:GO:0008150,2.10335E-42,20
PA4851_11295,C:GO:0016020,2.10335E-42,20
PA4851_11295,C:GO:0016021,2.10335E-42,20
PA4851_11295,F:GO:0016787,2.10335E-42,20
PA4851_11295,P:GO:0090305,2.10335E-42,20
PA4851_11300,F:GO:0003676,3.4504E-5,3
PA4851_11300,F:GO:0004518,3.4504E-5,3
PA4851_11300,F:GO:0004519,3.4504E-5,3
PA4851_11300,C:GO:0005634,3.4504E-5,3
PA4851_11300,C:GO:0005737,3.4504E-5,3
PA4851_11300,C:GO:0005739,3.4504E-5,3
PA4851_11300,P:GO:0006401,3.4504E-5,3
PA4851_11300,C:GO:0016020,3.4504E-5,3
PA4851_11300,C:GO:0016021,3.4504E-5,3
PA4851_11300,F:GO:0016787,3.4504E-5,3
PA4851_11300,F:GO:0046872,3.4504E-5,3
PA4851_11300,P:GO:0090305,3.4504E-5,3
PA4851_11305,P:GO:0006308,1.48924E-73,9
PA4851_11305,F:GO:0016888,1.48924E-73,9
PA4851_11310,,,
PA4851_11315,C:GO:0005829,4.81554E-100,20
PA4851_11315,P:GO:0006508,4.81554E-100,20
PA4851_11315,F:GO:0008198,4.81554E-100,20
PA4851_11315,P:GO:0031365,4.81554E-100,20
PA4851_11315,F:GO:0070006,4.81554E-100,20
PA4851_11315,P:GO:0070084,4.81554E-100,20
PA4851_11320,,,
PA4851_11325,,,
PA4851_11330,F:GO:0003824,9.06487E-13,20
PA4851_11340,F:GO:0000049,0.0,20
PA4851_11340,F:GO:0004829,0.0,20
PA4851_11340,F:GO:0005524,0.0,20
PA4851_11340,C:GO:0005829,0.0,20
PA4851_11340,P:GO:0006435,0.0,20
PA4851_11340,F:GO:0046872,0.0,20
PA4851_11345,F:GO:0003743,1.11715E-130,20
PA4851_11345,C:GO:0005829,1.11715E-130,20
PA4851_11345,P:GO:0006413,1.11715E-130,20
PA4851_11345,C:GO:0016020,1.11715E-130,20
PA4851_11345,P:GO:0032790,1.11715E-130,20
PA4851_11345,F:GO:0043022,1.11715E-130,20
PA4851_11350,F:GO:0003735,9.30407E-39,20
PA4851_11350,P:GO:0006412,9.30407E-39,20
PA4851_11350,C:GO:0022625,9.30407E-39,20
PA4851_11355,P:GO:0000027,2.79021E-76,20
PA4851_11355,F:GO:0003735,2.79021E-76,20
PA4851_11355,P:GO:0006412,2.79021E-76,20
PA4851_11355,F:GO:0019843,2.79021E-76,20
PA4851_11355,C:GO:0022625,2.79021E-76,20
PA4851_11360,F:GO:0000049,0.0,20
PA4851_11360,F:GO:0000287,0.0,20
PA4851_11360,F:GO:0004826,0.0,20
PA4851_11360,F:GO:0005524,0.0,20
PA4851_11360,C:GO:0005737,0.0,20
PA4851_11360,P:GO:0006432,0.0,20
PA4851_11365,F:GO:0000049,0.0,20
PA4851_11365,F:GO:0000287,0.0,20
PA4851_11365,F:GO:0004826,0.0,20
PA4851_11365,F:GO:0005524,0.0,20
PA4851_11365,C:GO:0005829,0.0,20
PA4851_11365,P:GO:0006432,0.0,20
PA4851_11365,C:GO:0009328,0.0,20
PA4851_11365,F:GO:0042802,0.0,20
PA4851_11370,F:GO:0000976,1.36172E-67,20
PA4851_11370,F:GO:0001216,1.36172E-67,20
PA4851_11370,F:GO:0001217,1.36172E-67,20
PA4851_11370,C:GO:0005829,1.36172E-67,20
PA4851_11370,P:GO:0006310,1.36172E-67,20
PA4851_11370,P:GO:0006417,1.36172E-67,20
PA4851_11370,C:GO:0032993,1.36172E-67,20
PA4851_11370,P:GO:0045892,1.36172E-67,20
PA4851_11370,P:GO:0045893,1.36172E-67,20
PA4851_11375,F:GO:0003677,1.9711E-9,1
PA4851_11375,P:GO:0006355,1.9711E-9,1
PA4851_11385,P:GO:0006259,2.79939E-11,20
PA4851_11385,P:GO:0006333,2.79939E-11,20
PA4851_11385,P:GO:0010468,2.79939E-11,20
PA4851_11385,F:GO:0017111,2.79939E-11,20
PA4851_11385,P:GO:0019219,2.79939E-11,20
PA4851_11385,C:GO:0032991,2.79939E-11,20
PA4851_11385,C:GO:0044454,2.79939E-11,20
PA4851_11385,P:GO:0071103,2.79939E-11,20
PA4851_11385,F:GO:0097159,2.79939E-11,20
PA4851_11385,F:GO:1901363,2.79939E-11,20
PA4851_11385,P:GO:2000112,2.79939E-11,20
PA4851_11390,,,
PA4851_11395,F:GO:0003676,2.28485E-71,6
PA4851_11395,F:GO:0003677,2.28485E-71,6
PA4851_11395,P:GO:0006306,2.28485E-71,6
PA4851_11395,F:GO:0008168,2.28485E-71,6
PA4851_11395,F:GO:0008170,2.28485E-71,6
PA4851_11395,F:GO:0009007,2.28485E-71,6
PA4851_11395,P:GO:0009307,2.28485E-71,6
PA4851_11395,F:GO:0016740,2.28485E-71,6
PA4851_11395,P:GO:0032259,2.28485E-71,6
PA4851_11395,P:GO:0032775,2.28485E-71,6
PA4851_11400,F:GO:0016787,2.54256E-68,3
PA4851_11405,,,
PA4851_11410,,,
PA4851_11415,F:GO:0003677,7.28858E-4,1
PA4851_11415,F:GO:0043565,7.28858E-4,1
PA4851_11420,,,
PA4851_11425,,2.44128E-28,2
PA4851_11430,F:GO:0000166,1.84332E-4,7
PA4851_11430,F:GO:0003723,1.84332E-4,7
PA4851_11430,F:GO:0003924,1.84332E-4,7
PA4851_11430,F:GO:0005525,1.84332E-4,7
PA4851_11430,C:GO:0005622,1.84332E-4,7
PA4851_11430,C:GO:0005737,1.84332E-4,7
PA4851_11430,C:GO:0005886,1.84332E-4,7
PA4851_11430,P:GO:0006400,1.84332E-4,7
PA4851_11430,P:GO:0008033,1.84332E-4,7
PA4851_11430,C:GO:0016020,1.84332E-4,7
PA4851_11430,F:GO:0016787,1.84332E-4,7
PA4851_11430,F:GO:0019843,1.84332E-4,7
PA4851_11430,P:GO:0042254,1.84332E-4,7
PA4851_11430,P:GO:0042274,1.84332E-4,7
PA4851_11430,F:GO:0046872,1.84332E-4,7
PA4851_11430,F:GO:0070181,1.84332E-4,7
PA4851_11435,,,
PA4851_11440,,,
PA4851_11445,C:GO:0019867,5.15829E-26,14
PA4851_11445,C:GO:0044464,5.15829E-26,14
PA4851_11450,,,
PA4851_11455,F:GO:0003677,5.4424E-6,2
PA4851_11455,F:GO:0043565,5.4424E-6,2
PA4851_11460,,,
PA4851_11465,,,
PA4851_11470,,,
PA4851_11475,,5.03153E-48,1
PA4851_11480,,,
PA4851_11485,,,
PA4851_11490,F:GO:0000166,1.72908E-4,2
PA4851_11490,F:GO:0000287,1.72908E-4,2
PA4851_11490,F:GO:0000976,1.72908E-4,2
PA4851_11490,F:GO:0001217,1.72908E-4,2
PA4851_11490,F:GO:0003677,1.72908E-4,2
PA4851_11490,F:GO:0004674,1.72908E-4,2
PA4851_11490,F:GO:0005515,1.72908E-4,2
PA4851_11490,F:GO:0005524,1.72908E-4,2
PA4851_11490,C:GO:0005829,1.72908E-4,2
PA4851_11490,P:GO:0006468,1.72908E-4,2
PA4851_11490,F:GO:0016301,1.72908E-4,2
PA4851_11490,P:GO:0016310,1.72908E-4,2
PA4851_11490,F:GO:0016740,1.72908E-4,2
PA4851_11490,P:GO:0022611,1.72908E-4,2
PA4851_11490,C:GO:0032993,1.72908E-4,2
PA4851_11490,P:GO:0036289,1.72908E-4,2
PA4851_11490,P:GO:0043086,1.72908E-4,2
PA4851_11490,F:GO:0043565,1.72908E-4,2
PA4851_11490,P:GO:0044010,1.72908E-4,2
PA4851_11490,P:GO:0045892,1.72908E-4,2
PA4851_11490,P:GO:0046677,1.72908E-4,2
PA4851_11495,,,
PA4851_11500,,,
PA4851_11505,,,
PA4851_11510,,,
PA4851_11515,,,
PA4851_11520,,,
PA4851_11525,P:GO:0016032,8.77659E-21,11
PA4851_11530,F:GO:0003674,6.75166E-19,1
PA4851_11530,C:GO:0005634,6.75166E-19,1
PA4851_11530,C:GO:0005737,6.75166E-19,1
PA4851_11530,P:GO:0008150,6.75166E-19,1
PA4851_11535,F:GO:0000287,5.21678E-32,4
PA4851_11535,C:GO:0005634,5.21678E-32,4
PA4851_11535,C:GO:0005739,5.21678E-32,4
PA4851_11535,C:GO:0005829,5.21678E-32,4
PA4851_11535,P:GO:0006253,5.21678E-32,4
PA4851_11535,F:GO:0032556,5.21678E-32,4
PA4851_11535,P:GO:0042262,5.21678E-32,4
PA4851_11535,F:GO:0042802,5.21678E-32,4
PA4851_11535,P:GO:0046076,5.21678E-32,4
PA4851_11535,F:GO:0047840,5.21678E-32,4
PA4851_11535,P:GO:0051289,5.21678E-32,4
PA4851_11540,,,
PA4851_11545,,,
PA4851_11550,P:GO:0001558,1.94209E-39,20
PA4851_11550,P:GO:0003006,1.94209E-39,20
PA4851_11550,F:GO:0004674,1.94209E-39,20
PA4851_11550,F:GO:0005515,1.94209E-39,20
PA4851_11550,P:GO:0006417,1.94209E-39,20
PA4851_11550,P:GO:0006468,1.94209E-39,20
PA4851_11550,P:GO:0006810,1.94209E-39,20
PA4851_11550,P:GO:0006914,1.94209E-39,20
PA4851_11550,P:GO:0006928,1.94209E-39,20
PA4851_11550,P:GO:0006935,1.94209E-39,20
PA4851_11550,P:GO:0006970,1.94209E-39,20
PA4851_11550,P:GO:0007049,1.94209E-39,20
PA4851_11550,P:GO:0007409,1.94209E-39,20
PA4851_11550,P:GO:0008361,1.94209E-39,20
PA4851_11550,P:GO:0009266,1.94209E-39,20
PA4851_11550,P:GO:0010033,1.94209E-39,20
PA4851_11550,P:GO:0010557,1.94209E-39,20
PA4851_11550,P:GO:0010628,1.94209E-39,20
PA4851_11550,C:GO:0015630,1.94209E-39,20
PA4851_11550,P:GO:0031328,1.94209E-39,20
PA4851_11550,C:GO:0031981,1.94209E-39,20
PA4851_11550,P:GO:0032270,1.94209E-39,20
PA4851_11550,P:GO:0032879,1.94209E-39,20
PA4851_11550,P:GO:0033554,1.94209E-39,20
PA4851_11550,P:GO:0035556,1.94209E-39,20
PA4851_11550,P:GO:0042981,1.94209E-39,20
PA4851_11550,C:GO:0043005,1.94209E-39,20
PA4851_11550,C:GO:0044430,1.94209E-39,20
PA4851_11550,C:GO:0044444,1.94209E-39,20
PA4851_11550,P:GO:0045595,1.94209E-39,20
PA4851_11550,P:GO:0048523,1.94209E-39,20
PA4851_11550,P:GO:0048583,1.94209E-39,20
PA4851_11550,P:GO:0048638,1.94209E-39,20
PA4851_11550,P:GO:0051301,1.94209E-39,20
PA4851_11550,P:GO:0051704,1.94209E-39,20
PA4851_11550,P:GO:1901700,1.94209E-39,20
PA4851_11550,P:GO:2000026,1.94209E-39,20
PA4851_11555,C:GO:0005737,1.47976E-14,20
PA4851_11555,F:GO:0016491,1.47976E-14,20
PA4851_11555,F:GO:0051536,1.47976E-14,20
PA4851_11555,P:GO:0055086,1.47976E-14,20
PA4851_11560,F:GO:0042802,6.98646E-58,20
PA4851_11565,,,
PA4851_11570,,,
PA4851_11575,C:GO:0005634,3.62959E-4,3
PA4851_11575,C:GO:0005737,3.62959E-4,3
PA4851_11575,C:GO:0005829,3.62959E-4,3
PA4851_11575,F:GO:0008270,3.62959E-4,3
PA4851_11575,F:GO:0016829,3.62959E-4,3
PA4851_11575,F:GO:0016846,3.62959E-4,3
PA4851_11575,P:GO:0046294,3.62959E-4,3
PA4851_11575,F:GO:0046872,3.62959E-4,3
PA4851_11575,F:GO:0051907,3.62959E-4,3
PA4851_11580,,,
PA4851_11585,F:GO:0003677,5.39158E-32,2
PA4851_11585,F:GO:0003700,5.39158E-32,2
PA4851_11585,P:GO:0006352,5.39158E-32,2
PA4851_11585,P:GO:0006355,5.39158E-32,2
PA4851_11585,P:GO:0006811,5.39158E-32,2
PA4851_11585,F:GO:0016987,5.39158E-32,2
PA4851_11585,P:GO:0055072,5.39158E-32,2
PA4851_11585,P:GO:2000142,5.39158E-32,2
PA4851_11590,P:GO:0006811,4.54869E-54,1
PA4851_11590,C:GO:0042597,4.54869E-54,1
PA4851_11590,P:GO:0050896,4.54869E-54,1
PA4851_11590,P:GO:0055072,4.54869E-54,1
PA4851_11595,,,
PA4851_11600,C:GO:0009277,2.80589E-29,15
PA4851_11600,F:GO:0016829,2.80589E-29,15
PA4851_11600,C:GO:0036464,2.80589E-29,15
PA4851_11600,C:GO:0043227,2.80589E-29,15
PA4851_11600,C:GO:0044421,2.80589E-29,15
PA4851_11600,P:GO:0061727,2.80589E-29,15
PA4851_11600,P:GO:0070887,2.80589E-29,15
PA4851_11605,F:GO:0000976,3.03931E-14,20
PA4851_11605,F:GO:0001130,3.03931E-14,20
PA4851_11605,P:GO:0006355,3.03931E-14,20
PA4851_11605,F:GO:0046914,3.03931E-14,20
PA4851_11610,F:GO:0016691,3.51652E-138,20
PA4851_11610,F:GO:0016787,3.51652E-138,20
PA4851_11610,P:GO:0017000,3.51652E-138,20
PA4851_11610,P:GO:0055114,3.51652E-138,20
PA4851_11610,P:GO:0098869,3.51652E-138,20
PA4851_11615,F:GO:0003824,2.52946E-61,20
PA4851_11615,F:GO:0005488,2.52946E-61,20
PA4851_11615,C:GO:0044464,2.52946E-61,20
PA4851_11620,F:GO:0051536,1.37118E-47,20
PA4851_11620,P:GO:0055114,1.37118E-47,20
PA4851_11625,F:GO:0016491,2.31692E-38,20
PA4851_11625,P:GO:0044237,2.31692E-38,20
PA4851_11625,F:GO:0048037,2.31692E-38,20
PA4851_11625,P:GO:0055114,2.31692E-38,20
PA4851_11625,P:GO:0071704,2.31692E-38,20
PA4851_11630,F:GO:0000976,9.05869E-43,17
PA4851_11630,F:GO:0001217,9.05869E-43,17
PA4851_11630,C:GO:0032993,9.05869E-43,17
PA4851_11630,P:GO:0045892,9.05869E-43,17
PA4851_11635,C:GO:0005886,1.15419E-4,1
PA4851_11635,C:GO:0016020,1.15419E-4,1
PA4851_11635,C:GO:0016021,1.15419E-4,1
PA4851_11640,C:GO:0005615,1.09966E-154,12
PA4851_11640,P:GO:0015847,1.09966E-154,12
PA4851_11640,F:GO:0019809,1.09966E-154,12
PA4851_11640,F:GO:0019810,1.09966E-154,12
PA4851_11640,C:GO:0030288,1.09966E-154,12
PA4851_11640,P:GO:0051704,1.09966E-154,12
PA4851_11645,P:GO:0006812,1.60458E-23,20
PA4851_11645,F:GO:0015175,1.60458E-23,20
PA4851_11645,F:GO:0015179,1.60458E-23,20
PA4851_11645,P:GO:0015804,1.60458E-23,20
PA4851_11645,C:GO:0016020,1.60458E-23,20
PA4851_11650,F:GO:0004124,6.40376E-153,20
PA4851_11650,C:GO:0005634,6.40376E-153,20
PA4851_11650,C:GO:0005739,6.40376E-153,20
PA4851_11650,C:GO:0005768,6.40376E-153,20
PA4851_11650,C:GO:0005774,6.40376E-153,20
PA4851_11650,C:GO:0005777,6.40376E-153,20
PA4851_11650,C:GO:0005802,6.40376E-153,20
PA4851_11650,C:GO:0005829,6.40376E-153,20
PA4851_11650,C:GO:0005886,6.40376E-153,20
PA4851_11650,P:GO:0006535,6.40376E-153,20
PA4851_11650,P:GO:0007568,6.40376E-153,20
PA4851_11650,C:GO:0009333,6.40376E-153,20
PA4851_11650,P:GO:0009567,6.40376E-153,20
PA4851_11650,C:GO:0009570,6.40376E-153,20
PA4851_11650,P:GO:0009735,6.40376E-153,20
PA4851_11650,P:GO:0009860,6.40376E-153,20
PA4851_11650,C:GO:0009941,6.40376E-153,20
PA4851_11650,F:GO:0030170,6.40376E-153,20
PA4851_11650,F:GO:0042802,6.40376E-153,20
PA4851_11650,P:GO:0046686,6.40376E-153,20
PA4851_11650,C:GO:0048046,6.40376E-153,20
PA4851_11650,F:GO:0050272,6.40376E-153,20
PA4851_11650,F:GO:0080146,6.40376E-153,20
PA4851_11655,,,
PA4851_11660,P:GO:0000027,4.80992E-7,7
PA4851_11660,P:GO:0000070,4.80992E-7,7
PA4851_11660,F:GO:0000166,4.80992E-7,7
PA4851_11660,F:GO:0000287,4.80992E-7,7
PA4851_11660,F:GO:0004176,4.80992E-7,7
PA4851_11660,F:GO:0004222,4.80992E-7,7
PA4851_11660,F:GO:0005515,4.80992E-7,7
PA4851_11660,F:GO:0005524,4.80992E-7,7
PA4851_11660,C:GO:0005634,4.80992E-7,7
PA4851_11660,C:GO:0005654,4.80992E-7,7
PA4851_11660,C:GO:0005694,4.80992E-7,7
PA4851_11660,C:GO:0005730,4.80992E-7,7
PA4851_11660,C:GO:0005737,4.80992E-7,7
PA4851_11660,C:GO:0005739,4.80992E-7,7
PA4851_11660,C:GO:0005741,4.80992E-7,7
PA4851_11660,C:GO:0005778,4.80992E-7,7
PA4851_11660,C:GO:0005813,4.80992E-7,7
PA4851_11660,C:GO:0005829,4.80992E-7,7
PA4851_11660,C:GO:0005886,4.80992E-7,7
PA4851_11660,P:GO:0006364,4.80992E-7,7
PA4851_11660,P:GO:0006508,4.80992E-7,7
PA4851_11660,P:GO:0006626,4.80992E-7,7
PA4851_11660,F:GO:0008233,4.80992E-7,7
PA4851_11660,F:GO:0008237,4.80992E-7,7
PA4851_11660,F:GO:0008270,4.80992E-7,7
PA4851_11660,F:GO:0008568,4.80992E-7,7
PA4851_11660,C:GO:0009507,4.80992E-7,7
PA4851_11660,C:GO:0009536,4.80992E-7,7
PA4851_11660,P:GO:0009611,4.80992E-7,7
PA4851_11660,C:GO:0009941,4.80992E-7,7
PA4851_11660,P:GO:0010569,4.80992E-7,7
PA4851_11660,C:GO:0016020,4.80992E-7,7
PA4851_11660,C:GO:0016021,4.80992E-7,7
PA4851_11660,F:GO:0016787,4.80992E-7,7
PA4851_11660,F:GO:0016887,4.80992E-7,7
PA4851_11660,P:GO:0019538,4.80992E-7,7
PA4851_11660,P:GO:0030163,4.80992E-7,7
PA4851_11660,P:GO:0031114,4.80992E-7,7
PA4851_11660,P:GO:0031122,4.80992E-7,7
PA4851_11660,C:GO:0031969,4.80992E-7,7
PA4851_11660,P:GO:0043335,4.80992E-7,7
PA4851_11660,C:GO:0045111,4.80992E-7,7
PA4851_11660,P:GO:0046034,4.80992E-7,7
PA4851_11660,F:GO:0046872,4.80992E-7,7
PA4851_11660,P:GO:0051013,4.80992E-7,7
PA4851_11660,F:GO:0051082,4.80992E-7,7
PA4851_11660,P:GO:0065003,4.80992E-7,7
PA4851_11665,C:GO:0005634,7.02529E-8,8
PA4851_11665,C:GO:0005737,7.02529E-8,8
PA4851_11665,C:GO:0005829,7.02529E-8,8
PA4851_11665,F:GO:0008270,7.02529E-8,8
PA4851_11665,F:GO:0016829,7.02529E-8,8
PA4851_11665,F:GO:0016846,7.02529E-8,8
PA4851_11665,P:GO:0046294,7.02529E-8,8
PA4851_11665,F:GO:0046872,7.02529E-8,8
PA4851_11665,F:GO:0051907,7.02529E-8,8
PA4851_11670,,,
PA4851_11675,P:GO:0006593,3.11718E-50,20
PA4851_11675,F:GO:0043565,3.11718E-50,20
PA4851_11675,P:GO:0051704,3.11718E-50,20
PA4851_11680,,,
PA4851_11685,,,
PA4851_11690,F:GO:0005215,2.33409E-10,7
PA4851_11690,C:GO:0005886,2.33409E-10,7
PA4851_11690,C:GO:0005887,2.33409E-10,7
PA4851_11690,F:GO:0015307,2.33409E-10,7
PA4851_11690,P:GO:0015893,2.33409E-10,7
PA4851_11690,C:GO:0016020,2.33409E-10,7
PA4851_11690,C:GO:0016021,2.33409E-10,7
PA4851_11690,F:GO:0022857,2.33409E-10,7
PA4851_11690,P:GO:0046618,2.33409E-10,7
PA4851_11690,P:GO:0046677,2.33409E-10,7
PA4851_11690,P:GO:0055085,2.33409E-10,7
PA4851_11695,F:GO:0008236,1.32027E-107,3
PA4851_11695,F:GO:0015288,1.32027E-107,3
PA4851_11695,P:GO:0015802,1.32027E-107,3
PA4851_11695,C:GO:0045203,1.32027E-107,3
PA4851_11700,F:GO:0000034,1.05707E-34,17
PA4851_11700,P:GO:0000256,1.05707E-34,17
PA4851_11700,F:GO:0004038,1.05707E-34,17
PA4851_11700,F:GO:0005506,1.05707E-34,17
PA4851_11700,C:GO:0005737,1.05707E-34,17
PA4851_11700,P:GO:0006144,1.05707E-34,17
PA4851_11700,P:GO:0006146,1.05707E-34,17
PA4851_11700,P:GO:0006547,1.05707E-34,17
PA4851_11700,P:GO:0006548,1.05707E-34,17
PA4851_11700,F:GO:0008270,1.05707E-34,17
PA4851_11700,P:GO:0009704,1.05707E-34,17
PA4851_11700,P:GO:0009845,1.05707E-34,17
PA4851_11700,P:GO:0010218,1.05707E-34,17
PA4851_11700,C:GO:0016020,1.05707E-34,17
PA4851_11700,C:GO:0016021,1.05707E-34,17
PA4851_11700,F:GO:0016787,1.05707E-34,17
PA4851_11700,F:GO:0016810,1.05707E-34,17
PA4851_11700,F:GO:0016812,1.05707E-34,17
PA4851_11700,P:GO:0019556,1.05707E-34,17
PA4851_11700,P:GO:0019557,1.05707E-34,17
PA4851_11700,F:GO:0033966,1.05707E-34,17
PA4851_11700,F:GO:0046872,1.05707E-34,17
PA4851_11700,C:GO:0048471,1.05707E-34,17
PA4851_11700,F:GO:0050480,1.05707E-34,17
PA4851_11700,F:GO:0050897,1.05707E-34,17
PA4851_11705,F:GO:0003674,2.47441E-30,15
PA4851_11705,F:GO:0003824,2.47441E-30,15
PA4851_11705,F:GO:0005515,2.47441E-30,15
PA4851_11705,C:GO:0005737,2.47441E-30,15
PA4851_11705,C:GO:0005777,2.47441E-30,15
PA4851_11705,C:GO:0005829,2.47441E-30,15
PA4851_11705,P:GO:0008150,2.47441E-30,15
PA4851_11705,C:GO:0016020,2.47441E-30,15
PA4851_11705,F:GO:0016787,2.47441E-30,15
PA4851_11705,F:GO:0016829,2.47441E-30,15
PA4851_11705,F:GO:0042802,2.47441E-30,15
PA4851_11710,,,
PA4851_11715,P:GO:2000284,4.64465E-13,20
PA4851_11720,C:GO:0005829,2.77805E-164,1
PA4851_11720,C:GO:0031240,2.77805E-164,1
PA4851_11720,P:GO:1901652,2.77805E-164,1
PA4851_11725,F:GO:0005515,9.06126E-12,20
PA4851_11725,P:GO:0006979,9.06126E-12,20
PA4851_11725,F:GO:0008047,9.06126E-12,20
PA4851_11725,C:GO:0009536,9.06126E-12,20
PA4851_11725,P:GO:0009628,9.06126E-12,20
PA4851_11725,P:GO:0009987,9.06126E-12,20
PA4851_11725,F:GO:0015036,9.06126E-12,20
PA4851_11725,F:GO:0016651,9.06126E-12,20
PA4851_11725,F:GO:0016671,9.06126E-12,20
PA4851_11725,P:GO:0043085,9.06126E-12,20
PA4851_11725,C:GO:0048046,9.06126E-12,20
PA4851_11725,C:GO:0071944,9.06126E-12,20
PA4851_11730,F:GO:0005515,1.05583E-48,20
PA4851_11730,C:GO:0005829,1.05583E-48,20
PA4851_11730,P:GO:0006633,1.05583E-48,20
PA4851_11730,F:GO:0036042,1.05583E-48,20
PA4851_11730,P:GO:0036115,1.05583E-48,20
PA4851_11730,C:GO:0043231,1.05583E-48,20
PA4851_11730,F:GO:0047617,1.05583E-48,20
PA4851_11730,P:GO:0050896,1.05583E-48,20
PA4851_11735,F:GO:0005488,4.01846E-12,20
PA4851_11740,C:GO:0005576,8.20793E-75,20
PA4851_11740,C:GO:0005886,8.20793E-75,20
PA4851_11740,C:GO:0043231,8.20793E-75,20
PA4851_11740,C:GO:0044444,8.20793E-75,20
PA4851_11745,F:GO:0016788,7.01757E-27,2
PA4851_11750,F:GO:0005506,0.0,20
PA4851_11750,F:GO:0015344,0.0,20
PA4851_11750,F:GO:0015620,0.0,20
PA4851_11750,P:GO:0015685,0.0,20
PA4851_11750,F:GO:0019904,0.0,20
PA4851_11750,F:GO:0022834,0.0,20
PA4851_11750,P:GO:0033214,0.0,20
PA4851_11750,F:GO:0038023,0.0,20
PA4851_11750,F:GO:0042912,0.0,20
PA4851_11750,P:GO:0042914,0.0,20
PA4851_11750,F:GO:0042931,0.0,20
PA4851_11750,P:GO:0044718,0.0,20
PA4851_11750,C:GO:0045203,0.0,20
PA4851_11755,F:GO:0000155,0.0,20
PA4851_11755,P:GO:0000160,0.0,20
PA4851_11755,F:GO:0005515,0.0,20
PA4851_11755,F:GO:0005524,0.0,20
PA4851_11755,C:GO:0005622,0.0,20
PA4851_11755,C:GO:0016021,0.0,20
PA4851_11755,P:GO:0018106,0.0,20
PA4851_11755,P:GO:0023014,0.0,20
PA4851_11755,C:GO:0044459,0.0,20
PA4851_11760,F:GO:0000156,0.0,20
PA4851_11760,P:GO:0000160,0.0,20
PA4851_11760,F:GO:0000976,0.0,20
PA4851_11760,F:GO:0001216,0.0,20
PA4851_11760,F:GO:0005515,0.0,20
PA4851_11760,C:GO:0005829,0.0,20
PA4851_11760,C:GO:0032993,0.0,20
PA4851_11760,P:GO:0045893,0.0,20
PA4851_11765,F:GO:0000166,3.66167E-108,5
PA4851_11765,P:GO:0007015,3.66167E-108,5
PA4851_11765,F:GO:0016874,3.66167E-108,5
PA4851_11765,P:GO:0018262,3.66167E-108,5
PA4851_11765,C:GO:0030430,3.66167E-108,5
PA4851_11765,F:GO:0046872,3.66167E-108,5
PA4851_11770,P:GO:0006807,2.11508E-144,14
PA4851_11770,P:GO:0009987,2.11508E-144,14
PA4851_11770,P:GO:0043170,2.11508E-144,14
PA4851_11770,P:GO:0044238,2.11508E-144,14
PA4851_11775,F:GO:0000287,9.68195E-164,20
PA4851_11775,F:GO:0003941,9.68195E-164,20
PA4851_11775,F:GO:0004793,9.68195E-164,20
PA4851_11775,F:GO:0004794,9.68195E-164,20
PA4851_11775,F:GO:0005509,9.68195E-164,20
PA4851_11775,F:GO:0005524,9.68195E-164,20
PA4851_11775,C:GO:0005829,9.68195E-164,20
PA4851_11775,C:GO:0005886,9.68195E-164,20
PA4851_11775,P:GO:0006565,9.68195E-164,20
PA4851_11775,P:GO:0006567,9.68195E-164,20
PA4851_11775,P:GO:0007420,9.68195E-164,20
PA4851_11775,P:GO:0007568,9.68195E-164,20
PA4851_11775,F:GO:0008721,9.68195E-164,20
PA4851_11775,F:GO:0016594,9.68195E-164,20
PA4851_11775,F:GO:0018114,9.68195E-164,20
PA4851_11775,P:GO:0018249,9.68195E-164,20
PA4851_11775,F:GO:0030165,9.68195E-164,20
PA4851_11775,F:GO:0030170,9.68195E-164,20
PA4851_11775,F:GO:0030378,9.68195E-164,20
PA4851_11775,F:GO:0030848,9.68195E-164,20
PA4851_11775,P:GO:0032496,9.68195E-164,20
PA4851_11775,P:GO:0042219,9.68195E-164,20
